congress,chamber,bioguide,firstname,middlename,lastname,suffix,birthday,state,party,incumbent,termstart,age
113,house,B001284,Susan,W.,Brooks,,1960-08-25,IN,R,No,2013-01-03,52.4
113,house,H001053,Vicky,,Hartzler,,1960-10-13,MO,R,Yes,2013-01-03,52.2
113,house,T000472,Mark,,Takano,,1960-12-10,CA,D,No,2013-01-03,52.1
113,house,F000449,Jeff,Lane,Fortenberry,,1960-12-27,NE,R,Yes,2013-01-03,52.0
113,house,S001154,Bill,,Shuster,,1961-01-10,PA,R,Yes,2013-01-03,52.0
113,house,C001096,Kevin,,Cramer,,1961-01-21,ND,R,No,2013-01-03,52.0
113,house,V000130,Juan,,Vargas,,1961-03-07,CA,D,No,2013-01-03,51.8
113,house,C001090,Matthew,A.,Cartwright,,1961-05-01,PA,D,No,2013-01-03,51.7
113,house,C001084,David,N.,Cicilline,,1961-07-15,RI,D,Yes,2013-01-03,51.5
113,house,S001190,Bradley,S.,Schneider,,1961-08-20,IL,D,No,2013-01-03,51.4
113,house,R000580,Peter,J.,Roskam,,1961-09-13,IL,R,Yes,2013-01-03,51.3
113,house,D000600,Mario,,Diaz-Balart,,1961-09-25,FL,R,Yes,2013-01-03,51.3
113,house,B001286,Cheri,,Bustos,,1961-10-17,IL,D,No,2013-01-03,51.2
113,house,H001055,Joseph,J.,Heck,,1961-10-30,NV,R,Yes,2013-01-03,51.2
113,house,G000572,Pete,P.,Gallego,,1961-12-02,TX,D,No,2013-01-03,51.1
113,house,F000460,Blake,,Farenthold,,1961-12-12,TX,R,Yes,2013-01-03,51.1
113,house,M001157,Michael,T.,McCaul,,1962-01-14,TX,R,Yes,2013-01-03,51.0
113,house,T000459,Lee,R.,Terry,,1962-01-29,NE,R,Yes,2013-01-03,50.9
113,house,D000617,Suzan,K.,DelBene,,1962-02-17,WA,D,Yes,2013-01-03,50.9
113,house,S001183,David,,Schweikert,,1962-03-03,AZ,R,Yes,2013-01-03,50.8
113,house,C001038,Joseph,,Crowley,,1962-03-16,NY,D,Yes,2013-01-03,50.8
113,house,R000598,Keith,J.,Rothfus,,1962-04-25,PA,R,No,2013-01-03,50.7
113,house,S001168,John,P.,Sarbanes,,1962-05-22,MD,D,Yes,2013-01-03,50.6
113,house,P000605,Scott,,Perry,,1962-05-27,PA,R,No,2013-01-03,50.6
113,house,B001275,Larry,,Bucshon,,1962-05-31,IN,R,Yes,2013-01-03,50.6
113,house,D000618,Steve,,Daines,,1962-08-20,MT,R,No,2013-01-03,50.4
113,house,W000812,Ann,,Wagner,,1962-09-13,MO,R,No,2013-01-03,50.3
113,house,F000459,Charles,J.,Fleischmann,,1962-10-11,TN,R,Yes,2013-01-03,50.2
113,house,T000462,Patrick,J.,Tiberi,,1962-10-21,OH,R,Yes,2013-01-03,50.2
113,house,O000168,Pete,,Olson,,1962-12-09,TX,R,Yes,2013-01-03,50.1
113,house,B001257,Gus,M.,Bilirakis,,1963-02-08,FL,R,Yes,2013-01-03,49.9
113,house,V000132,Filemon,,Vela,,1963-02-13,TX,D,No,2013-01-03,49.9
113,house,K000188,Ron,James,Kind,,1963-03-16,WI,D,Yes,2013-01-03,49.8
113,house,C001097,Tony,,Cárdenas,,1963-03-31,CA,D,No,2013-01-03,49.8
113,house,D000620,John,K.,Delaney,,1963-04-16,MD,D,No,2013-01-03,49.7
113,house,R000572,Mike,,Rogers,,1963-06-02,MI,R,Yes,2013-01-03,49.6
113,house,C001046,Eric,I.,Cantor,,1963-06-06,VA,R,Yes,2013-01-03,49.6
113,house,J000290,Lynn,,Jenkins,,1963-06-10,KS,R,Yes,2013-01-03,49.6
113,house,F000451,Michael,G.,Fitzpatrick,,1963-06-28,PA,R,Yes,2013-01-03,49.5
113,house,C001101,Katherine,M.,Clark,,1963-07-17,MA,D,No,2013-01-03,49.5
113,house,E000288,Keith,Maurice,Ellison,,1963-08-04,MN,D,Yes,2013-01-03,49.4
113,house,W000813,Jackie,,Walorski,,1963-08-17,IN,R,No,2013-01-03,49.4
113,house,G000573,Joe,,Garcia,,1963-10-19,FL,D,No,2013-01-03,49.2
113,house,G000546,Sam,B.,Graves,,1963-11-07,MO,R,Yes,2013-01-03,49.2
113,house,P000602,Mike,,Pompeo,,1963-12-30,KS,R,Yes,2013-01-03,49.0
113,house,E000291,Renee,L.,Ellmers,,1964-02-09,NC,R,Yes,2013-01-03,48.9
113,house,J000289,Jim,,Jordan,,1964-02-17,OH,R,Yes,2013-01-03,48.9
113,house,H001068,Jared,,Huffman,,1964-02-18,CA,D,No,2013-01-03,48.9
113,house,G000558,Brett,,Guthrie,,1964-02-18,KY,R,Yes,2013-01-03,48.9
113,house,D000616,Scott,,DesJarlais,,1964-02-21,TN,R,Yes,2013-01-03,48.9
113,house,W000799,Timothy,James,Walz,,1964-04-06,MN,D,Yes,2013-01-03,48.7
113,house,L000559,James,R.,Langevin,,1964-04-22,RI,D,Yes,2013-01-03,48.7
113,house,G000564,Christopher,P.,Gibson,,1964-05-13,NY,R,Yes,2013-01-03,48.6
113,house,P000607,Mark,,Pocan,,1964-08-14,WI,D,No,2013-01-03,48.4
113,house,G000566,Trey,,Gowdy,,1964-08-22,SC,R,Yes,2013-01-03,48.4
113,house,C001067,Yvette,D.,Clarke,,1964-11-21,NY,D,Yes,2013-01-03,48.1
113,house,S001185,Terri,A.,Sewell,,1965-01-01,AL,D,Yes,2013-01-03,48.0
113,house,M001165,Kevin,,McCarthy,,1965-01-26,CA,R,Yes,2013-01-03,47.9
113,house,B001287,Ami,,Bera,,1965-03-02,CA,D,No,2013-01-03,47.8
113,house,S001187,Steve,,Stivers,,1965-03-24,OH,R,Yes,2013-01-03,47.8
113,house,P000594,Erik,,Paulsen,,1965-05-14,MN,R,Yes,2013-01-03,47.6
113,house,L000560,Rick,,Larsen,,1965-06-15,WA,D,Yes,2013-01-03,47.6
113,house,S000510,Adam,,Smith,,1965-06-15,WA,D,Yes,2013-01-03,47.6
113,house,A000055,Robert,B.,Aderholt,,1965-07-22,AL,R,Yes,2013-01-03,47.5
113,house,S001176,Steve,Joseph,Scalise,,1965-10-06,LA,R,Yes,2013-01-03,47.2
113,house,S001186,Steve,,Southerland,,1965-10-10,FL,R,Yes,2013-01-03,47.2
113,house,D000615,Jeff,,Duncan,,1966-01-07,SC,R,Yes,2013-01-03,47.0
113,house,C001087,Eric,A.,Crawford,,1966-01-22,AR,R,Yes,2013-01-03,46.9
113,house,H001059,Randy,,Hultgren,,1966-03-01,IL,R,Yes,2013-01-03,46.8
113,house,D000610,Theodore,E.,Deutch,,1966-05-07,FL,D,Yes,2013-01-03,46.7
113,house,H001047,James,A.,Himes,,1966-07-05,CT,D,Yes,2013-01-03,46.5
113,house,L000563,Daniel,William,Lipinski,,1966-07-15,IL,D,Yes,2013-01-03,46.5
113,house,M001185,Sean,Patrick,Maloney,,1966-07-30,NY,D,No,2013-01-03,46.4
113,house,C001093,Doug,,Collins,,1966-08-16,GA,R,No,2013-01-03,46.4
113,house,C001066,Kathy,,Castor,,1966-08-20,FL,D,Yes,2013-01-03,46.4
113,house,W000797,Debbie,,Wasserman Schultz,,1966-09-27,FL,D,Yes,2013-01-03,46.3
113,house,C001076,Jason,,Chaffetz,,1967-03-26,UT,R,Yes,2013-01-03,45.8
113,house,M001182,Mick,,Mulvaney,,1967-07-21,SC,R,Yes,2013-01-03,45.5
113,house,D000612,Jeff,,Denham,,1967-07-29,CA,R,Yes,2013-01-03,45.4
113,house,L000573,Raúl,R.,Labrador,,1967-12-08,ID,R,Yes,2013-01-03,45.1
113,house,L000575,James,,Lankford,,1968-03-04,OK,R,Yes,2013-01-03,44.8
113,house,D000622,Tammy,,Duckworth,,1968-03-12,IL,D,No,2013-01-03,44.8
113,house,H001065,George,,Holding,,1968-04-17,NC,R,No,2013-01-03,44.7
113,house,M001171,Daniel,B.,Maffei,,1968-07-04,NY,D,No,2013-01-03,44.5
113,house,G000567,Tim,,Griffin,,1968-08-21,AR,R,Yes,2013-01-03,44.4
113,house,H001057,Tim,,Huelskamp,,1968-11-11,KS,R,Yes,2013-01-03,44.1
113,house,S001156,Linda,T.,Sánchez,,1969-01-28,CA,D,Yes,2013-01-03,43.9
113,house,H001058,Bill,,Huizenga,,1969-01-31,MI,R,Yes,2013-01-03,43.9
113,house,M001189,Luke,,Messer,,1969-02-27,IN,R,No,2013-01-03,43.8
113,house,M001159,Cathy,,McMorris Rodgers,,1969-05-22,WA,R,Yes,2013-01-03,43.6
113,house,H001060,Robert,,Hurt,,1969-06-16,VA,R,Yes,2013-01-03,43.6
113,house,S001189,Austin,,Scott,,1969-12-10,GA,R,Yes,2013-01-03,43.1
113,house,D000619,Rodney,,Davis,,1970-01-05,IL,R,No,2013-01-03,43.0
113,house,R000570,Paul,D.,Ryan,,1970-01-29,WI,R,Yes,2013-01-03,42.9
113,house,G000560,Tom,,Graves,,1970-02-03,GA,R,Yes,2013-01-03,42.9
113,house,G000569,Michael,G.,Grimm,,1970-02-07,NY,R,Yes,2013-01-03,42.9
113,house,R000592,Todd,,Rokita,,1970-02-09,IN,R,Yes,2013-01-03,42.9
113,house,W000810,Rob,,Woodall,,1970-02-11,GA,R,Yes,2013-01-03,42.9
113,house,P000601,Steven,M.,Palazzo,,1970-02-21,MS,R,Yes,2013-01-03,42.9
113,house,J000294,Hakeem,S.,Jeffries,,1970-08-04,NY,D,No,2013-01-03,42.4
113,house,R000583,Thomas,J.,Rooney,,1970-11-21,FL,R,Yes,2013-01-03,42.1
113,house,S001172,Adrian,,Smith,,1970-12-19,NE,R,Yes,2013-01-03,42.0
113,house,V000131,Marc,A.,Veasey,,1971-01-03,TX,D,No,2013-01-03,42.0
113,house,M001184,Thomas,,Massie,,1971-01-13,KY,R,Yes,2013-01-03,42.0
113,house,D000614,Sean,P.,Duffy,,1971-10-03,WI,R,Yes,2013-01-03,41.3
113,house,H001067,Richard,,Hudson,,1971-11-04,NC,R,No,2013-01-03,41.2
113,house,R000585,Tom,W.,Reed,II,1971-11-18,NY,R,Yes,2013-01-03,41.1
113,house,N000184,Kristi,L.,Noem,,1971-11-30,SD,R,Yes,2013-01-03,41.1
113,house,L000570,Ben,Ray,Luján,,1972-06-07,NM,D,Yes,2013-01-03,40.6
113,house,Y000064,Todd,C.,Young,,1972-08-24,IN,R,Yes,2013-01-03,40.4
113,house,R000599,Raul,,Ruiz,,1972-08-25,CA,D,No,2013-01-03,40.4
113,house,O000170,Beto,,O'Rourke,,1972-09-26,TX,D,No,2013-01-03,40.3
113,house,F000458,Stephen,Lee,Fincher,,1973-02-07,TN,R,Yes,2013-01-03,39.9
113,house,H001066,Steven,A.,Horsford,,1973-04-29,NV,D,No,2013-01-03,39.7
113,house,R000577,Tim,J.,Ryan,,1973-07-16,OH,D,Yes,2013-01-03,39.5
113,house,B001282,Garland,,Barr,,1973-07-24,KY,R,No,2013-01-03,39.4
113,house,R000588,Cedric,L.,Richmond,,1973-09-13,LA,D,Yes,2013-01-03,39.3
113,house,N000181,Devin,G.,Nunes,,1973-10-01,CA,R,Yes,2013-01-03,39.3
113,house,R000594,Jon,,Runyan,,1973-11-27,NJ,R,Yes,2013-01-03,39.1
113,house,K000381,Derek,,Kilmer,,1974-01-01,WA,D,No,2013-01-03,39.0
113,house,M001192,Vance,,McAllister,,1974-01-07,LA,R,No,2013-01-03,39.0
113,house,G000562,Cory,,Gardner,,1974-08-22,CO,R,Yes,2013-01-03,38.4
113,house,C001091,Joaquin,,Castro,,1974-09-16,TX,D,No,2013-01-03,38.3
113,house,C001072,André,,Carson,,1974-10-16,IN,D,Yes,2013-01-03,38.2
113,house,P000598,Jared,,Polis,,1975-05-12,CO,D,Yes,2013-01-03,37.6
113,house,B001283,Jim,,Bridenstine,,1975-06-15,OK,R,No,2013-01-03,37.6
113,house,M001188,Grace,,Meng,,1975-10-01,NY,D,No,2013-01-03,37.3
113,house,M001156,Patrick,T.,McHenry,,1975-10-22,NC,R,Yes,2013-01-03,37.2
113,house,Y000063,Kevin,,Yoder,,1976-01-08,KS,R,Yes,2013-01-03,37.0
113,house,R000596,Trey,,Radel,,1976-04-20,FL,R,No,2013-01-03,36.7
113,house,S001191,Kyrsten,,Sinema,,1976-07-12,AZ,D,No,2013-01-03,36.5
113,house,R000591,Martha,,Roby,,1976-07-27,AL,R,Yes,2013-01-03,36.4
113,house,S001188,Marlin,A.,Stutzman,,1976-08-31,IN,R,Yes,2013-01-03,36.3
113,house,H001048,Duncan,D.,Hunter,,1976-12-07,CA,R,Yes,2013-01-03,36.1
113,house,V000129,David,G.,Valadao,,1977-04-14,CA,R,No,2013-01-03,35.7
113,house,C001095,Tom,,Cotton,,1977-05-13,AR,R,No,2013-01-03,35.6
113,house,M001190,Markwayne,,Mullin,,1977-07-26,OK,R,No,2013-01-03,35.4
113,house,K000378,Adam,,Kinzinger,,1978-02-27,IL,R,Yes,2013-01-03,34.9
113,house,D000621,Ron,,DeSantis,,1978-09-14,FL,R,No,2013-01-03,34.3
113,house,H001056,Jaime,,Herrera Beutler,,1978-11-03,WA,R,Yes,2013-01-03,34.2
113,house,A000367,Justin,,Amash,,1980-04-18,MI,R,Yes,2013-01-03,32.7
113,house,S001195,Jason,T.,Smith,,1980-06-16,MO,R,No,2013-01-03,32.6
113,house,K000379,Joseph,P.,Kennedy,III,1980-10-04,MA,D,No,2013-01-03,32.2
113,house,S001193,Eric,,Swalwell,,1980-11-16,CA,D,No,2013-01-03,32.1
113,house,G000571,Tulsi,,Gabbard,,1981-04-12,HI,D,No,2013-01-03,31.7
113,house,S001179,Aaron,,Schock,,1981-05-28,IL,R,Yes,2013-01-03,31.6
113,house,M001191,Patrick,,Murphy,,1983-03-30,FL,D,No,2013-01-03,29.8
113,senate,F000062,Dianne,,Feinstein,,1933-06-22,CA,D,Yes,2013-01-03,79.5
113,senate,G000386,Charles,E.,Grassley,,1933-09-17,IA,R,Yes,2013-01-03,79.3
113,senate,H000338,Orrin,G.,Hatch,,1934-03-22,UT,R,Yes,2013-01-03,78.8
113,senate,S000320,Richard,C.,Shelby,,1934-05-06,AL,R,Yes,2013-01-03,78.7
113,senate,L000261,Carl,,Levin,,1934-06-28,MI,D,Yes,2013-01-03,78.5
113,senate,I000024,James,M.,Inhofe,,1934-11-17,OK,R,Yes,2013-01-03,78.1
113,senate,R000307,Pat,,Roberts,,1936-04-20,KS,R,Yes,2013-01-03,76.7
113,senate,M000702,Barbara,A.,Mikulski,,1936-07-20,MD,D,Yes,2013-01-03,76.5
113,senate,M000303,John,S.,McCain,,1936-08-29,AZ,R,Yes,2013-01-03,76.3
113,senate,R000361,John,D.,Rockefeller,IV,1937-06-18,WV,D,Yes,2013-01-03,75.5
113,senate,C000567,Thad,,Cochran,,1937-12-07,MS,R,Yes,2013-01-03,75.1
113,senate,H000206,Thomas,,Harkin,,1939-11-19,IA,D,Yes,2013-01-03,73.1
113,senate,R000146,Harry,M.,Reid,,1939-12-02,NV,D,Yes,2013-01-03,73.1
113,senate,L000174,Patrick,J.,Leahy,,1940-03-31,VT,D,Yes,2013-01-03,72.8
113,senate,A000360,Lamar,,Alexander,,1940-07-03,TN,R,Yes,2013-01-03,72.5
113,senate,B000711,Barbara,,Boxer,,1940-11-11,CA,D,Yes,2013-01-03,72.1
113,senate,S000033,Bernard,,Sanders,,1941-09-08,VT,I,Yes,2013-01-03,71.3
113,senate,M000355,Mitch,,McConnell,,1942-02-20,KY,R,Yes,2013-01-03,70.9
113,senate,N000032,Bill,,Nelson,,1942-09-29,FL,D,Yes,2013-01-03,70.3
113,senate,R000584,James,,Risch,,1943-05-03,ID,R,Yes,2013-01-03,69.7
113,senate,C000542,Daniel,Ray,Coats,,1943-05-16,IN,R,Yes,2013-01-03,69.6
113,senate,C000141,Benjamin,L.,Cardin,,1943-10-05,MD,D,Yes,2013-01-03,69.2
113,senate,C000286,Saxby,,Chambliss,,1943-11-10,GA,R,Yes,2013-01-03,69.1
113,senate,E000285,Michael,B.,Enzi,,1944-02-01,WY,R,Yes,2013-01-03,68.9
113,senate,K000383,Angus,,King,,1944-03-31,ME,I,No,2013-01-03,68.8
113,senate,D000563,Richard,J.,Durbin,,1944-11-21,IL,D,Yes,2013-01-03,68.1
113,senate,I000055,John,H.,Isakson,,1944-12-28,GA,R,Yes,2013-01-03,68.0
113,senate,B001277,Richard,,Blumenthal,,1946-02-13,CT,D,Yes,2013-01-03,66.9
113,senate,M000133,Edward,J.,Markey,,1946-07-11,MA,D,Yes,2013-01-03,66.5
113,senate,S001141,Jefferson,B.,Sessions,,1946-12-24,AL,R,Yes,2013-01-03,66.0
113,senate,J000177,Tim,P.,Johnson,,1946-12-28,SD,D,Yes,2013-01-03,66.0
113,senate,C000174,Thomas,Richard,Carper,,1947-01-23,DE,D,Yes,2013-01-03,65.9
113,senate,S001181,Jeanne,,Shaheen,,1947-01-28,NH,D,Yes,2013-01-03,65.9
113,senate,M001183,Joe,,Manchin,III,1947-08-24,WV,D,Yes,2013-01-03,65.4
113,senate,H001042,Mazie,K.,Hirono,,1947-11-03,HI,D,Yes,2013-01-03,65.2
113,senate,C000560,Thomas,A.,Coburn,,1948-03-14,OK,R,Yes,2013-01-03,64.8
113,senate,U000039,Tom,S.,Udall,,1948-05-18,NM,D,Yes,2013-01-03,64.6
113,senate,W000779,Ron,,Wyden,,1949-05-03,OR,D,Yes,2013-01-03,63.7
113,senate,W000817,Elizabeth,,Warren,,1949-06-22,MA,D,No,2013-01-03,63.5
113,senate,R000122,John,F.,Reed,,1949-11-12,RI,D,Yes,2013-01-03,63.1
113,senate,B000575,Roy,,Blunt,,1950-01-10,MO,R,Yes,2013-01-03,63.0
113,senate,S000770,Debbie,Ann,Stabenow,,1950-04-29,MI,D,Yes,2013-01-03,62.7
113,senate,J000291,Mike,,Johanns,,1950-06-18,NE,R,Yes,2013-01-03,62.5
113,senate,U000038,Mark,E.,Udall,,1950-07-18,CO,D,Yes,2013-01-03,62.5
113,senate,M001111,Patty,,Murray,,1950-10-11,WA,D,Yes,2013-01-03,62.2
113,senate,S000148,Charles,E.,Schumer,,1950-11-23,NY,D,Yes,2013-01-03,62.1
113,senate,B001236,John,,Boozman,,1950-12-10,AR,R,Yes,2013-01-03,62.1
113,senate,F000463,Deb,,Fischer,,1951-03-01,NE,R,No,2013-01-03,61.8
113,senate,C000880,Michael,D.,Crapo,,1951-05-20,ID,R,Yes,2013-01-03,61.6
113,senate,F000457,Alan,Stuart,Franken,,1951-05-21,MN,D,Yes,2013-01-03,61.6
113,senate,W000437,Roger,F.,Wicker,,1951-07-05,MS,R,Yes,2013-01-03,61.5
113,senate,C001056,John,,Cornyn,,1952-02-02,TX,R,Yes,2013-01-03,60.9
113,senate,B001261,John,A.,Barrasso,,1952-07-21,WY,R,Yes,2013-01-03,60.5
113,senate,C001071,Bob,,Corker,,1952-08-24,TN,R,Yes,2013-01-03,60.4
113,senate,B000944,Sherrod,,Brown,,1952-11-09,OH,D,Yes,2013-01-03,60.2
113,senate,C001035,Susan,M.,Collins,,1952-12-07,ME,R,Yes,2013-01-03,60.1
113,senate,H001049,Kay,,Hagan,,1953-05-26,NC,D,Yes,2013-01-03,59.6
113,senate,M001170,Claire,,McCaskill,,1953-07-24,MO,D,Yes,2013-01-03,59.4
113,senate,M000639,Robert,,Menéndez,,1954-01-01,NJ,D,Yes,2013-01-03,59.0
113,senate,M000934,Jerry,,Moran,,1954-05-29,KS,R,Yes,2013-01-03,58.6
113,senate,W000805,Mark,,Warner,,1954-12-15,VA,D,Yes,2013-01-03,58.1
113,senate,J000293,Ron,,Johnson,,1955-04-08,WI,R,Yes,2013-01-03,57.7
113,senate,G000359,Lindsey,O.,Graham,,1955-07-09,SC,R,Yes,2013-01-03,57.5
113,senate,D000607,Joe,,Donnelly,,1955-09-28,IN,D,Yes,2013-01-03,57.3
113,senate,W000802,Sheldon,,Whitehouse,,1955-10-20,RI,D,Yes,2013-01-03,57.2
113,senate,H001069,Heidi,,Heitkamp,,1955-10-30,ND,D,No,2013-01-03,57.2
113,senate,L000550,Mary,L.,Landrieu,,1955-11-23,LA,D,Yes,2013-01-03,57.1
113,senate,B001135,Richard,M.,Burr,,1955-11-30,NC,R,Yes,2013-01-03,57.1
113,senate,P000449,Robert,J.,Portman,,1955-12-19,OH,R,Yes,2013-01-03,57.0
113,senate,T000464,Jon,,Tester,,1956-08-21,MT,D,Yes,2013-01-03,56.4
113,senate,M001176,Jeff,,Merkley,,1956-10-24,OR,D,Yes,2013-01-03,56.2
113,senate,H001061,John,,Hoeven,,1957-03-13,ND,R,Yes,2013-01-03,55.8
113,senate,M001153,Lisa,A.,Murkowski,,1957-05-22,AK,R,Yes,2013-01-03,55.6
113,senate,K000384,Timothy,,Kaine,,1958-02-26,VA,D,No,2013-01-03,54.9
113,senate,C000127,Maria,,Cantwell,,1958-10-13,WA,D,Yes,2013-01-03,54.2
113,senate,K000360,Mark,Steven,Kirk,,1959-09-15,IL,R,Yes,2013-01-03,53.3
113,senate,C001070,Robert,P.,Casey,Jr.,1960-04-13,PA,D,Yes,2013-01-03,52.7
113,senate,H001041,Dean,,Heller,,1960-05-10,NV,R,Yes,2013-01-03,52.7
113,senate,K000367,Amy,Jean,Klobuchar,,1960-05-25,MN,D,Yes,2013-01-03,52.6
113,senate,W000818,John,E.,Walsh,,1960-11-03,MT,D,No,2013-01-03,52.2
113,senate,T000250,John,,Thune,,1961-01-07,SD,R,Yes,2013-01-03,52.0
113,senate,V000127,David,,Vitter,,1961-05-03,LA,R,Yes,2013-01-03,51.7
113,senate,T000461,Patrick,J.,Toomey,,1961-11-17,PA,R,Yes,2013-01-03,51.1
113,senate,B001230,Tammy,,Baldwin,,1962-02-11,WI,D,Yes,2013-01-03,50.9
113,senate,B001265,Mark,,Begich,,1962-03-30,AK,D,Yes,2013-01-03,50.8
113,senate,F000444,Jeff,,Flake,,1962-12-31,AZ,R,Yes,2013-01-03,50.0
113,senate,P000603,Rand,,Paul,,1963-01-07,KY,R,Yes,2013-01-03,50.0
113,senate,P000590,Mark,,Pryor,,1963-01-10,AR,D,Yes,2013-01-03,50.0
113,senate,C001088,Chris,Andrew,Coons,,1963-09-09,DE,D,Yes,2013-01-03,49.3
113,senate,B001267,Michael,F.,Bennet,,1964-11-28,CO,D,Yes,2013-01-03,48.1
113,senate,S001184,Tim,,Scott,,1965-09-19,SC,R,Yes,2013-01-03,47.3
113,senate,G000555,Kirsten,E.,Gillibrand,,1966-12-09,NY,D,Yes,2013-01-03,46.1
113,senate,A000368,Kelly,,Ayotte,,1968-06-27,NH,R,Yes,2013-01-03,44.5
113,senate,B001288,Cory,Anthony,Booker,,1969-04-27,NJ,D,No,2013-01-03,43.7
113,senate,C001098,Ted,,Cruz,,1970-12-22,TX,R,No,2013-01-03,42.0
113,senate,R000595,Marco,,Rubio,,1971-05-28,FL,R,Yes,2013-01-03,41.6
113,senate,L000577,Mike,,Lee,,1971-06-04,UT,R,Yes,2013-01-03,41.6
113,senate,H001046,Martin,,Heinrich,,1971-10-17,NM,D,Yes,2013-01-03,41.2
113,senate,S001194,Brian,Emanuel,Schatz,,1972-10-20,HI,D,Yes,2013-01-03,40.2
113,senate,M001169,Christopher,S.,Murphy,,1973-08-03,CT,D,Yes,2013-01-03,39.4
113,senate,B000243,Max,S.,Baucus,,1937-12-10,MT,D,Yes,2013-01-03,75.1
113,senate,C001099,William,,Cowan,,1965-04-03,MA,D,No,2013-01-03,47.8
113,senate,C001100,Jeffrey,Scott,Chiesa,,1961-06-21,NJ,R,No,2013-01-03,51.5
113,senate,K000148,John,Forbes,Kerry,,1939-12-10,MA,D,Yes,2013-01-03,73.1
113,senate,L000123,Frank,R.,Lautenberg,,1920-01-22,NJ,D,Yes,2013-01-03,93.0
